Id,Employer,Name,Salary,From,To,Experience,Schedule,Keys,Description
30250465,Связной,Аналитик-математик (Junior Data Analyst),True,60900.0,87000.0,Нет опыта,Полный день,"['Data Mining', 'Python', 'Data Analysis', 'C++', 'Математическое моделирование', 'Математическая статистика', 'Анализ данных', 'Статистический анализ', 'MS SQL Server']","Требования:  Выпускники или студенты последних курсов МФТИ, МГУ, МИФИ, ВЭШ, МВТУ, МАИ; Навыки постановки прикладных задач и их реализация в проектах в области математической статистики, теории вероятностей, оптимизации, прогнозирования; Знание языка R (предпочтительно) или Python; Владение принципами построения алгоритмов Machine Learning, Data Mining, Monte Carlo, теоретико-вероятностного моделирования; Опыт обработки временных рядов, обработки пропущенных данных, выделения закономерностей и аномалий.  Задачи Дирекции Интеллектуальных Систем Управления:   Создание базовой математической платформы, объединяющей решения по задачам товародвижения, распределения товаров по точкам, закупки товаров, планирования продаж, оптимизации персонала, минимизации рисков потери товаров. Создание инструментов для автоматизации поддержки принятия решений по задачам товародвижения, распределения товаров по точкам, закупки товаров, планирования продаж, оптимизации персонала. Анализ совокупных данных компании, выявление закономерностей аномалий, влияющих на финансовые и имиджевые позиции компании. Поиск решений по уменьшению количества аномалий и снижению их влияния на результаты компании. Внедрение математических моделей и решений в бизнес-процессы компании.  Задачи сотрудника:  Исследование данных методами математической статистики, Machine Learning и Data Mining, поиск аномалий, очистка от шумов, предобработка для использования в алгоритмах аналитики и принятия решений. Постановка прикладных аналитических задач и разработка математических оптимизационных и статистических алгоритмов, прототипирование на языке R (возможно, с элементами C++). Смысловое тестирование реализованных алгоритмов, авторский надзор, модификация, дальнейшее развитие.  Условия:  Месторасположение офиса: метро Автозаводская, бизнес-центр Симонов Плаза (7 минут пешком от метро); Заработная плата от 70000 до 100000 рублей (gross), в зависимости от уровня кандидата; Оформление по ТК РФ (отпуск, больничный) + соцпакет; Профессиональный коллектив и безграничные возможности для творческого развития. "
33071083,ID Finance,Junior Analyst,False,,,Нет опыта,Полный день,"['SQL', 'Английский язык']","IDF Lab, дочерняя компания ID Finance, резидент фонда «Сколково», разрабатывает решения в области управления кредитными и операционным рисками для глобальных финансовых институтов. Фокусом компании является обработка больших массивов данных и внедрение механизмов как машинного обучения, так и более традиционных методов статистического и математического анализа. Международная финтех-группа ID Finance специализируется на потребительском кредитовании. Годовая выручка компании составила более $400 млн. Головной офис находится в Барселоне. Проекты ID Finance работают в Европе, Азии и Латинской Америке. О компании пишут ведущие иностранные (Business insider, Inc, The Banker etc.) и российские (Ведомости, РБК, Forbes и пр.) медиа. Обязанности:  Написание запросов к базам данных и визуализация полученных результатов; Обработка данных и составление регулярных отчетов; Анализ дополнительных источников данных для включения в скоринговые модели; Подготовка данных для построения скоринговых моделей; Построение скоринговых моделей (application, fraud, behavioral, collection, response, propensity).  Требования:  Образование высшее математическое/техническое; Уверенное знание SQL (любой из диалектов, предпочтительно MySQL), опыт написания сложных запросов к БД; Разговорный английский язык (для общения с иностранными коллегами); Инициативность, нацеленность на результат, умение работать в команде; Знание математической статистики, теории вероятностей, machine learning, методов математического моделирования.  Будет преимуществом:  Опыт в Python; Опыт работы в анализе розничных кредитных портфелей и общее понимание процессов розничного кредитования.  Условия:  Опыт работы в международной компании; Возможность карьерного роста; Офис м. Парк победы (10 минут пешком); График работы 10.00-19.00; ДМС и курсы английского и испанского языков; Участие в профильных конференциях; Оформление по ТК, полностью белая заработная плата. "
32803922,Инфосистемы Джет,Системный аналитик (проекты - Machine Learning),False,,,От 1 года до 3 лет,Полный день,[],"Проекты:  Мы решаем коммерческие задачи в целом комплексе проектов, связанных с ML, в крупной металлургической компании со своим сталелитейным производством. Реализуемые системы помогают уменьшить количество брака и улучшить, например, качество чугуна, т.к. система способна учитывать качество и количество поступающих ресурсов, вариации в необходимом оборудовании, проводимых работах и не только. Таким образом реализация наших проектов значительно экономит средства компании и производства. В параллель мы строим хранилище данных, которое собирает все данные по компании и производству, где отлавливаются релевантность и не состыковки, а так же ведется работа над качеством данных. Выше перечисленные активности - небольшая часть тех пилотов и проектов в области ML. Сейчас у нас десятки инициатив и ведутся переговоры с другими похожими производствами. Технологии: Пока мы анализируем данные, в перспективе это может быть текст или изображение/видео. В своей работе мы не ограничены в технологическом стеке - если будет нужно построить нейронную сеть, мы это непременно сделаем. У нас есть возможность апробировать новые подходы в области ML и применять новомодные библиотеки/разработки.   Кого мы ищем: Мы ищем аналитика, умеющего не только писать документацию, но и взаимодействовать с Заказчиком, погрузиться в специфику сталелитейного производства и металлургии. Вам придется транслировать задачи с языка бизнеса в производственную команду Data Science специалистов, разработчиков и QA. Мы хотим, что бы у Вас было высшее техническое/математическое образование. По опыту мы готовы рассматривать вариативно: - системных/бизнес аналитиков с опытом работы на производстве (металлургия или схожее); - системных/бизнес аналитиков работавших на проектах связанных с ML; - Data Science специалистов, которые заинтересованы понять, откуда «ноги растут» в задачах Заказчика. Мы хотим, что бы Вы были связующим звеном между бизнесом и исполнителями поставленных вами задач.   По задачам и функционалу: Будете взаимодействовать с Заказчиком, включая различные подразделения производства. Разрабатывать и оформлять бизнес-требования, ТЗ и прочие артефакты, сопровождающие проект. Ставить задачи производственной команде проекта (аналитики, Data Science специалисты, разработчики и QA), организовывать испытания и контролировать качество реализуемых решений. Будете принимать активное участие в организации работы по проекту (прикладной уровень).   По условиям: Наш офис находится на м. Савеловская Оформление по Трудовому Кодексу РФ; Внешнее и внутреннее обучение, получение сертификации; Добровольное медицинское страхование; В компании работает собственный медицинский кабинет; Обучение английскому языку в офисе и online; Скидки на посещение фитнес-клуба; Бесплатные завтраки; Кафетерии, буфеты на территории компании; Корпоративные мероприятия для сотрудников и детей."
30995943,Институт прикладных экономических исследований РАНХиГС при Президенте Российской Федерации,Исследователь-экономист (research analyst in economics),True,52200.0,104400.0,Нет опыта,Полный день,"['Экономическая теория', 'Эконометрика', 'Stata', 'EViews', 'MATLAB', 'Математическая статистика', 'Экономический анализ', 'Английский язык', 'Python', 'R', 'Статистический анализ']","В лаборатории инфраструктурных и пространственных исследований РАНХиГС открыты вакансии научных сотрудников. Обязанности:  Выполнение фундаментальных и прикладных экономических исследований, консультационных и информационно-аналитических проектов. Обработка, анализ, систематизация статистических данных. Подготовка аналитических записок, отчётов, презентаций, включающих исследовательские выводы и рекомендации. Подготовка экспертно-аналитических материалов в интересах министерств и ведомств Российской Федерации. Участие в научных конференциях для публичного представления результатов.  Требования:  Высшее образование по направлениям &quot;экономика&quot;, &quot;прикладная математика&quot;, &quot;математические методы в экономике&quot;. Приоритетные ВУЗ: РЭШ, ВШЭ, МГУ, РЭУ им. Плеханова, РАНХиГС. Высокая квалификация по тематическим направлениям современной экономической теории и эконометрики. Владение современными эконометрическими пакетами (STATA, Eviews, Matlab, SPSS и другие), навыки программирования (Python, R и другие). Умение работать на продвинутом уровне с Microsoft Office (Word, Excel, PowerPoint, Visio), знание VBA для Excel как дополнительный плюс. Хорошее владение английским языком — upper intermediate и выше. Высокие аналитические способности.  Дополнительные преимуществами станут:  Обучение в экономической аспирантуре, ученая степень по экономике. Опыт выполнения экономических научно-исследовательских проектов. Наличие публикаций и препринтов в зарубежных научных изданиях и репозиториях (индексируемых Web of Science, Scopus), в российских ведущих экономических изданиях. Опыт преподавания, публичных выступлений на русском и английском языках. Опыт работы с большими массивами данных и практического применения методов машинного обучения (Data mining, Machine learning). Умение работать в гео-информационных системах (ArcGIS, QGIS и другие).  Условия:  Оформление по ТК РФ, испытательный срок 2 месяца. Полный рабочий день, возможность гибкого определения интервала рабочего времени. Начальные финансовые условия обсуждаются по результатам собеседования. Ежегодная переоценка заработной платы и премирование на основании фактически достигнутых результатов. Возможности для профессионального и карьерного роста, научной активности.  Дополнительные преимущества  Возможность выбрать те направления научной и аналитической деятельности, которые Вам действительно интересны. Возможность обучения в аспирантуре и написания кандидатской диссертации по теме научной работы. Гибкость при выборе офиса для работы (в центре или на юге Москвы). "
33075982,Сбербанк,Python Developer,False,,,От 1 года до 3 лет,Полный день,[],"Немного о нас: Мы ищем специалиста опытом в DEV в новую команду «Департамента Маркетинга и Коммуникаций», занимающуюся Data Science и анализом больших данных. Вам предстоит разрабатывать решения, использующие DS/AI в сфере маркетинга, банковского бизнеса, коммуникаций с клиентами. Вы будете работать в очень сильной и мотивированной команде, которая стремится к результатам мирового уровня. Мы не пытаемся «изобретать велосипед» (если это возможно), а хотим идти наиболее эффективным путём, поэтому ищем людей с опытом работы, хорошим кругозором и рациональным подходом. Ваша самостоятельность и ответственность – необходимые для работы качества. У нас действительно большие масштабы и возможности, сильное и дружное DS комьюнити и есть возможности развиваться.  Некоторые из наших задач:- создание AI-generated контента, который увидит и оценит многомиллионная аудитория- моделирование эластичности спроса на банковские продукты, что влияет на ключевые решения и меняет экономику- построение моделей ценности клиентов по огромному данных для оптимизации рекламных бюджетов- персонализация предложений и коммуникаций с клиентами при помощи DS  Необходимые навыки и опыт:2+ года в разработке WEB приложений на всех этапахPython 3JavaScriptSQLDjangoНесомненными плюсами будут знания:React и умение собрать лаконичный функциональный webинтерфейс;Знание инструментов и процессов DevOpsопыт в Machine LearningОбщий кругозор в ИТ, в банковском секторе, маркетинге Условия работы:Профессиональное обучение и развитие;Мотивирующая система оплаты труда;Расширенный социальный пакет, корпоративные льготы (в т.ч. по внутренним программам кредитования и программам лояльности партнёров);Участие в интересных и инновационных проектах;Отличные возможности для самореализации, результаты, которыми можно гордиться;Высокий уровень корпоративной культуры;Современный офис в шаговой доступности от ст. Ленинский проспект (метро и МЦК);Многофункциональный спортивный зал (бесплатно);"
32983379,Photo Lab,Программист-Исследователь (RnD),True,200000.0,300000.0,От 1 года до 3 лет,Полный день,"['neural networks', 'Python', 'C++', 'OpenCV', 'machine learning', 'computer vision', 'PyTorch', 'Tensorflow', 'Linux', 'нейронные сети', 'RnD', 'Research And Development']","Мы - pho.to создаем инновационные решения в области обработки изображений и на их базе выпускаем собственные продукты. Нашими приложениями пользуются миллионы людей. Они занимают лидирующие позиции в маркетах приложений, достигали #1 Overall Apple Appstore в США и Европе. В команду московского офиса ищем Программиста-Исследователя. Вам предстоит:● анализировать текущие решения в области, формировать свои гипотезы,заниматься их проверкой и реализацией;● участвовать во внедрении разработанных решений в продукт. Наши требования:● отличная математическая подготовка;● хорошее понимание принципов работы нейронных сетей, знание алгоритмовмашинного обучения;● знание фреймворков Tensorflow, PyTorch;● знание основных алгоритмов компьютерного зрения и хорошее владение OpenCV;● уверенное владение Python;● знакомство с linux-средой (владение bash, умение поставить необходимые зависимости и т. п.);● опыт участия в проектах, связанных с нейронными сетями;● умение и желание работать в команде. Плюсом будут:● знание C++;● широкая эрудиция в вопросах компьютерного зрения. Мы предлагаем:● гибкий график работы;● интересные задачи;● работу в дружной команде, ориентированной на результат;● высокий уровень вознаграждения (обсуждается индивидуально с каждымкандидатом);● Офис 5 минут от Тверской.   Кроме того:У вас появится возможность реализовать себя в рамках успешного проекта. Миллионыпользователей ежедневно будут использовать ваши разработки.Мы всегда открыты к интересным идеям, приветствуем глубокую вовлеченностькаждого сотрудника в процесс создания продукта."
32537820,Яндекс,Стажер-разработчик (машинное обучение),False,,,От 1 года до 3 лет,Гибкий график,"['machine learning', 'Python', 'C++']","Почти во всех сервисах Яндекса используются комплексные алгоритмы статистического анализа и машинного обучения. В Поиске они помогают улучшать формулы ранжирования, строить текстовые классификаторы (например, определять, считается ли контент порнографией). Без машинного обучения невозможно создать базу данных, по которой realtime-компонент поиска выбирает и ранжирует документы. Карты не могут работать без современных алгоритмов маршрутизации, обработки изображений, методов статистического анализа данных или нейронных сетей. В Маркете постоянно решают задачи по оптимизации производительности, чтобы выдерживать самую высокую нагрузку. Похожие проблемы встают и перед командой, которая делает ротатор баннеров Яндекса. Отделы разработки этих и других сервисов Яндекса ищут стажеров с хорошей математической и алгоритмической базой, способных развивать существующие решения, а также предлагать и реализовывать свои идеи. Требования:  хорошая алгоритмическая подготовка; знание С++ или Python; хорошее знание математической статистики и теории вероятностей; знание основ машинного обучения; опыт участия в соревнованиях по машинному обучению (приветствуется).  Что мы предлагаем:  решение сложных задач для улучшения жизни людей под руководством опытного ментора; опыт промышленной разработки с тестами и code review; возможность перехода в штат после стажировки.  Условия:  возможность совмещения с учебой (занятость 20, 30 или 40 часов в неделю) работа в удобное время заработная плата уютный офис длительность стажировки 3, 4 или 6 месяцев в зависимости от занятости    После заполнения анкеты вам на почту придёт письмо с приглашением на онлайн контест, приступить к которому необходимо в течение недели после заполнения заявки. Мы свяжемся с вами по результатам выполнения контеста.  "
32903593,Retail Rocket,Младший аналитик,True,50000.0,,Нет опыта,Полный день,"['Unix', 'Linux', 'SQL']","Компания Retail Rocket предоставляет набор решений для электронной коммерции по персонализации сайта и канала e-mail маркетинга. Наши клиенты получают доступ к технологиям big data и возможностям предиктивной аналитики для интернет-магазинов. Наша Компания активно развивается, поэтому приглашаем соискателей принять участие в конкурсном отборе на позицию Разработчик. Обратите, пожалуйста, внимание на то, что вакансия предполагает работу ТОЛЬКО в офисе. Что нужно делать:  Поддерживать системы рекомендаций Retail Rocket на распределенном кластере; Проводить исследования с использованием данных очень больших объемов на кластере; Исследовать потенциальные алгоритмы рекомендаций, в том числе Deep learning; Разрабатывать новые алгоритмы рекомендаций; Проводить тестирование алгоритмов рекомендаций.  Мы ожидаем, что ты:  Знаешь простые алгоритмы машинного обучения; Знаешь SQL; Опыт разработки на любом компилируемом языке программирования (например, С++, Java, Scala, Go, Rust и т.д.).  Мы оценим, если ты:  Знаешь Scala - будет огромным преимуществом; Знаешь Python; Имеешь опыт разработки алгоритмов под Spark/Hadoop; Успешно прошел курс Machine Learning на Coursera; Умеешь самостоятельно принимать решения и искать здравый смысл;  Понимаешь принцип, что в большинстве случаев - решения простые. Что мы предлагаем: - Работу в команде молодых и творческих людей, объединенных целью создания значимых и востребованных продуктов и построения лидирующей компании на рынке e-commerce; - Внутреннее и внешнее обучение, корпоративную библиотеку, возможность “прокачать” английский язык в “бою”; - Интересные и сложные задачи, возможность самореализации, профессионального и карьерного роста; - Современный и уютный офис, корпоративное питание в офисе, фрукты на завтрак и всякие вкусности; - 50% компенсацию занятий спортом в фитнес- центре в 5 минутах ходьбы от офиса; - Официальное трудоустройство по ТК РФ, полностью &quot;белая&quot; Компания."
32923717,Платформа НТИ,Интегратор дизайна данных (Data аналитик),False,,,Нет опыта,Полный день,"['PowerBI', 'PowerQuery', 'Python', 'JavaScript']","Центр &quot;Франшиза НТИ&quot; — это новый отдел &quot;Платформы НТИ&quot;, занимающийся проектированием разметки экосистемы, разработкой сопутствующих инструментов и анализом производимых данных ищет себе итегратора дизайна данных (Дата аналитик). Мы помогаем создавать методологии разметки данных под задачи других отделов и партнеров экосистемы, интегрировать цифровой слой в offline и online-активности, запускать масштабируемые механизмы сбора данных (в том числе в продуктовых и франшизных логиках) и разбираться в этих данных на человеко-понятных текстовых и визуальных языках. Кто такой интегратор дизайна данных? Наши идеальные кандидаты умеют думать одновременно в трех модальностях: — Понимают, какие данные нужно собирать, чтобы потом с ними можно было работать; — Понимают, как собирать данные так, чтобы люди не боялись их отдавать; — Понимают, что делать с собранными данными и как их показать на понятном обычным людям языке. Наши идеальные кандидаты: — способны ставить под вопрос проектируемую структуру данных с позиции ценности их содержания, — заглядывают на несколько шагов вперед и предвидящие возникновение мусора и помех, — смотрят на сбор данных глазами людей, их оставляющих, и понимающие как стимулировать достоверность цифрового следа; — начинают планировать и экспериментировать с визуализацией еще на этапе модели данных, потому что не терпится увидеть, как оно. Требования к кандидатам — Вы можете понятной инфографикой объяснить, почему Дастин Хендерсон из сериала &quot;Очень странные дела&quot; называет Эрику Синклер нёрдом; — Вы можете, глядя на UML-диаграмму или SQL-скрипт создания структуры данных, объяснить, что нужно добавить/исправить, чтобы вы могли это визуализировать. — Вы можете предложить, как перевести большой текстовый блок описания проекта в удобный интерфейс, генерирующий размеченные данные. — Вы можете написать скрипт на TypeScript, Python или R, разворачивающий JSON-данные с переменным числом параметров в табличное представление в CSV. — Вы можете создать динамичный отчет по данным на PowerBI или аналогичном инструменте, при необходимости написав кастомную SunBurst-диаграмму на D3. — Вы можете экспериментально обосновать математическую модель обработки данных, объяснив, почему командные рейтинги должны быть удельными при переменном числе участников. — Вы постоянно изучаете новые для себя темы и вас не пугает необходимость погрузиться за месяц в квантовые вычисления или особенности сплетения узелков в 3D-вязании. — У вас есть чувство вкуса, и вы можете объяснить, как сделать визуализацию данных не только понятной, но и красивой. — Вы грамотно пишете на русском и английском языках. А если чего-то не можете, то самостоятельно научитесь за две недели. Формальные требования — Высшее физико-математическое или социологическое образование, или сопоставимый опыт работы со статистическими или численными данными; — Опыт анализа и визуализации разнородных данных, включая дизайн и разработку кастомных визуализаций; — Уверенное знание TypeScript (JavaScript), опционально - Python или R; — Уверенное знание PowerBI, PowerQuery в Excel или аналогичных инструментов; — Понимание основ Usability и особенностей проектирования мобильных и веб-интерфейсов; — Базовое понимание алгоритмов Machine Learning и Deep Learning. Условия:   Оформление по ТК РФ. Белая зарплата. Комфортабельный современный офис в центре Москвы. (3 минуты от метро баррикадная/Краснопресненская) Молодой дружный коллектив ДМС (премиальные клиники). "
32604805,АТФ,Разработчик Python,False,,,От 1 года до 3 лет,Полный день,"['Python', 'tensorflow', 'PyTorch', 'NLP', 'jupyterNotebook', 'Spark', 'Kafka', 'Hadoop', 'Yarn', 'Hive', 'keras', 'ORM']","Ищем себе в команду специалиста по разработки алгоритмов машинного обучения для чат-бота (мобильное приложение).     Вам предстоит:   Разработка с “нуля” системы;   Разработка и поддержка “умных” high load сервисов на основе алгоритмов машинного обучения (в частности, систем рекомендаций для пользователей);   Моделирование поведения клиентов для решения задач маркетинга;   Исследование данных методами математической статистики, Machine Learning;   Разработка продуктивных пайплайнов обработки данных на основе алгоритмов машинного обучения;   Надзор за соблюдением стандартов разработки, тестирование и поддержка соответствующей экосистемы.   Требования:   Широкий опыт разработки на Python (2.x, 3.x) управление зависимостями (pip/easyinstall), pandas, numpy, sklearn, seaborn;   Обязательный опыт использования многопоточности;   Знание ORM для python (sqlalchemy, etc);   Знание tensorflow или PyTorch;   Знание NLP;   Знание сфер применимости, понимание плюсов и минусов различных семейств алгоритмов машинного обучения;   Хорошее знание методов предиктивного моделирования;   Знание стандартных алгоритмов, структур данных, шаблонов проектирования, принципов разработки и проектирования отказоустойчивых высоконагруженных систем.   Будем плюсом:   Знание Spark, Kafka, Hadoop, Yarn, Hive;   Знание keras;   Знание jupyterNotebook;   Знание ORM.     Условия:  Полное соблюдение ТК РФ. Официальная заработная плата. ДМС после испытательного срока. Молодой, дружный коллектив. Возможность профессионального и личностного роста. "
33068890,Insolar,Software developer,True,130500.0,217500.0,Более 6 лет,Полный день,"['C++', 'Python', 'Java', 'SaaS']","About Insolar The company was founded on July 7, 2017 by Peter Fedchenkov, Dmitry Zhulin and Andrey Zhulin. Insolar combines pragmatic, real-world business experience with some of the best technology talent in the distributed ledger space. We have 70 people in Europe and North America, including 50-strong R&amp;D team. The principles on which we build the company. Customer Obsession Invent Deliver Results Learn and Be Curious Highest Standards Hire and Develop the Best Radical Transparency Lean Ownership One Team Think Big https://insolar.io/about/principles We are passionate about transforming the world with advanced technologies. We believe our solutions will make the world more efficient, transparent and connected. At Insolar, you will develop simple solutions that allow enterprises to carry out transparent, efficient and cheaper operations using advanced technologies. Our team is responsible for: • Developing environments for running code on a distributed network; • Improving system stability and reliability; • Scalability and performance improvements. You will have to: • Implement compilers and virtual machines for executing contracts (Golang, Java, WebAssembly) on our blockchain platform; • Calculate contract execution difficulties (similar to Ethereum Gas); • Design and build a blockchain platform; • Design and build sophisticated applications with an emphasis on performance, scalability and high reliability. We expect you to: • Have 5+ years of software development experience; • Know one or more of the following programming languages: Golang, C++, Java, Python; • Have experience in developing compilers, interpreters, virtual machines, isolated software applications, code generators, static code analyzers, or similar products; • Have experience in scalable asynchronous architectures, microservices; • Have experience creating commercial products and services - SaaS, PaaS. It will be a plus if you: • Have strong technical skills; • Have deep knowledge of the code compilation process; • Hold a Bachelor / Master / Doctor of Science in Computer Science, Technology or related fields; • Contribute to major language libraries (e.g. STL, Boost). 8 reasons to work at Insolar: • An international company focused on the US and European markets; • Salary in euros; • A large development team (over 40 people) from such companies as: Mail.ru, Kaspersky, Sberbank etc.; • Together we are building an innovative product - a business platform based on blockchain technology; • Comfortable office 3 minutes from Paveletskaya metro station with a panoramic view of the city; • Flexible work schedule; • Benefits including health insurance or sport of up to 500 euros per annum; • A separate budget for the development of each employee + English in the office."
31587680,Перфект Арт,Backend разработчик .Net,False,,,От 3 до 6 лет,Полный день,"['ASP.NET', 'C#', 'MS SQL', 'ORM', 'Cl/CD', 'React', 'MVC', 'Transact-SQL', 'CSS', 'CSS3', 'ООП', 'DevOps', 'Entity Framework', 'Dapper', 'WebAPI']","Мы не так давно появились в России , т.к. головной офис у нас в Лондоне, также есть офисы в США и Западной Европе. Немного о компании:Международная компания Perfect Art. Наша сфера деятельности концептуальная разработка программного обеспечения для крупнейших клиентов в отраслях финансов и логистики. Нам есть чем гордиться наши проекты меняют целые ниши, выводя их на новый современный уровень, опережая время!Мы создаем для наших клиентов экосистемы. Поддержка принятия решений, платежные системы, решения по мониторингу активов и другие стратегические приложения, включающие в себя Big Data, Machine learning, Blockchain, визуальное принятие решений и другие инновационные подходы. У нас большая команда, но нам нужны дополнительные силы, потому что задач много, и они довольно сложные. Вместе с нами ты сможешь делать продукт, у которого уже есть несколько миллионов активных пользователей. Что потребуется от тебя:  Владение C# (.NET Framework или .NET Core) Понимание Rest и опыт создания WebAPI Опыт работы с ORM (Entity Framework / Dapper) Знание MS SQL Server, умение спроектировать структуру БдД, писать и оптимизировать SQL-запросы и хранимые процедуры Знание современных стандартов JavaScript Опыт работы с ASP.NET MVC Работа на тер-и заказчика   Будет плюсом:  Понимание того, что разработчик это не «кодер» Умение работаешь с БД на уровне проектирования схемы и оптимизации выполняемых запросов Знание React / Redux  Понимание DevOps-практик Опыт работы с Docker, Ansible, Linux   Что предлагаем мы:• Работа в динамично развивающейся международной консалтинговой IT-компании в нашем офисе в Москве;• Возможности для постоянного развития и работы с лучшими профессионалами в своей области;• Территориально: ст.м Технопарк• Современный офис с кухней и зонами отдыха;• График работы гибкий, полный день 5/2;• ДМС• Официальное трудоустройство;• Конкурентоспособная полностью белая заработная плата."
